source,target,weight
GIMAP4,HCLS1,0.9258923760571398
ARHGAP30,MYO1G,0.9468790931729218
LRRC25,CD86,0.931363912884784
COL6A2,PTRF,0.9057189374530156
CD3E,CD247,0.929972274007394
SLC22A17,JAM3,0.9047256250391512
EFEMP2,C1S,0.9054042515106242
CD84,PLEK,0.9021958188920636
SIGLEC7,SLAMF8,0.9214281143349152
NCKAP1L,CMKLR1,0.9273540909061284
PDGFRB,COL6A3,0.9521388280486442
GLI3,COL3A1,0.9050811443456332
MSRB3,LAYN,0.9197366455128606
KCNMB1,PLN,0.9129525745240412
GGTLC2,GGT1,0.9597454138650108
S1PR1,SHE,0.9366017828184046
FAM26E,FSTL1,0.9115243377023272
ITGA11,THBS2,0.9184864171481688
AIF1,LRRC25,0.9162802929957524
CSF1R,FPR3,0.9300241742162892
SLAMF8,CSF1R,0.9095897211333688
FCGR1B,FCGR1A,0.9586604201651882
COL6A3,FSTL1,0.9098990741218854
MSRB3,LMOD1,0.9361098987818696
ARHGAP25,HCLS1,0.9269295840210482
FPR3,SIRPB2,0.908898554022402
C14orf132,ZEB1,0.9059773774940286
IL2RB,CCR5,0.9160898601218322
OLFML1,C1S,0.931103368642082
CD34,ELTD1,0.9109689700325156
MSRB3,GEFT,0.904174514737515
CCDC80,AEBP1,0.9226627619947376
COL6A2,PCOLCE,0.9177469833957014
GLI3,ANTXR1,0.9107162661315888
C1QA,HAVCR2,0.918604873840112
EVC,COL6A2,0.901977828879264
JAM3,MPDZ,0.9011415770539858
ADAM12,FBN1,0.9005427849236667
EMILIN1,CCDC8,0.9301620542010942
TLR8,CMKLR1,0.9277729357876021
GPR116,KDR,0.9071146086958336
FNDC1,VCAN,0.9293356689846626
CYTH4,DOK2,0.938872627485272
EVC,COL8A1,0.9361360591879072
CD86,CSF1R,0.9174788572001772
CD86,CD163,0.9175542963872664
CD93,BCL6B,0.902219002431093
HCLS1,MPEG1,0.9038609872695136
GUCY1B3,IGFBP7,0.9060614723111576
MS4A4A,CD300A,0.9107165316786036
AEBP1,LUM,0.9036614166498016
LILRB2,C1QC,0.9055828805388368
COL8A2,ITGA11,0.9035452576265288
HSPB2,MXRA8,0.9061984171553022
SDC2,GPC6,0.9001552155028846
CLEC14A,HSPA12B,0.9048622165591234
ITGB2,SIRPB2,0.9144688449880438
LAPTM5,CD53,0.9528939973638886
LAIR1,DOCK2,0.9167938583031254
ARHGEF15,BCL6B,0.9145448204591266
DOCK10,GIMAP8,0.9019038459355816
ABI3,WAS,0.9276849788780112
SLAMF8,CD86,0.9343813535328488
PLEK,STX11,0.903371995517296
GLI2,MRC2,0.903005959273581
LILRB1,SIRPB2,0.9052941961904494
ZNF521,EMILIN1,0.901232953070512
COL5A1,ADAMTS2,0.9081785957703687
HAVCR2,FCGR1A,0.902719106642202
TFEC,TLR8,0.91065820614313
PIK3R5,C3AR1,0.9125702912485866
MS4A6A,CD53,0.9180831403008404
LILRB4,CYTH4,0.9029102322993836
COL3A1,THBS2,0.9228384412243554
JAM3,MRVI1,0.9125933650418776
CD2,CD247,0.9135277645778764
PDGFRB,CD248,0.9073507551019296
S1PR1,CD34,0.9030480434568284
NCKAP1L,STX11,0.914415789948944
HCLS1,IL10RA,0.9419744213108896
DOCK2,DOCK10,0.957591415288836
ATP8B2,HEG1,0.9224157871114966
CYTH4,HCK,0.9282427152572532
IKZF1,MAP4K1,0.9050140724866824
MS4A4A,VSIG4,0.9151626282089004
DCN,MMP2,0.9162385202506508
CD300LF,HCK,0.9190489080658442
RAB34,VIM,0.9216913838106122
CLEC7A,MS4A4A,0.9190604074199906
PDGFRB,COL5A2,0.9538780641606779
SPI1,C1QC,0.9414213153724736
SPI1,SIGLEC10,0.9038815827442636
FBXL7,TSHZ3,0.9134717429248452
SIRPB2,FPR3,0.908898554022402
CD84,SIGLEC7,0.9190073262465888
MSR1,SIGLEC9,0.9112135480281984
CSF2RB,HCLS1,0.9110528015736068
AEBP1,ISLR,0.9119412317122504
AIF1,HLA-DPB1,0.9069414910591368
DOK2,SASH3,0.9150038920873648
SDC2,DCN,0.9019083202100696
MXRA8,P4HA3,0.9074608793608072
ITGB2,IGSF6,0.9089956305023762
ZNF521,FSTL1,0.9084715500565128
EMILIN1,TSHZ3,0.9053159706444868
SULF1,ISLR,0.9056926477197608
UBASH3A,CD2,0.9146082116489131
COL6A3,ADAMTS12,0.922479110844506
HLA-DPB1,HLA-DOA,0.93860330069185
LUM,CTHRC1,0.9076899518376008
PIK3R5,SIRPB2,0.902853449578792
CLEC7A,ITGB2,0.9219906896291696
SIGLEC10,SLA,0.9097707177274288
ITGAL,IL2RB,0.9153141726282464
RAB31,BGN,0.9054097984724392
WAS,BTK,0.9278853195978892
CSF2RB,RASSF2,0.9048452484818921
NCKAP1L,LCP2,0.9026280632401452
TIE1,PCDH12,0.9351368408805694
CD4,CYTH4,0.9180260770949664
TSPYL5,CALD1,0.9143767761047056
C1QB,MS4A7,0.9150782452793759
ADAM12,COL5A2,0.9285376566091548
LILRB2,CD163,0.9109157068754784
INHBA,COL5A1,0.9082827809886876
ITGAM,ITGAX,0.91361911413597
EFS,MRC2,0.9153190834355972
GUCY1B3,MSRB3,0.9108231646095412
LILRB4,SPI1,0.9400320639920451
FCGR1B,MSR1,0.9065031485481052
DZIP1,C1S,0.9299737808788802
CSF1R,ITGB2,0.9348909272764196
DOK2,LAIR1,0.928493820777292
ANXA2,ANXA2P2,0.9328493054186268
FBN1,FNDC1,0.9403360572118872
TCF4,LDB2,0.9103921734471644
LMOD1,MSRB3,0.9361098987818696
SIGLEC10,CD84,0.9007263480714836
SULF1,GPC6,0.9125046181036384
SASH3,PTPRC,0.9592741996750068
DOK2,C1QC,0.93571684512241
SPI1,NCKAP1L,0.907033202750998
ZEB1,A2M,0.9043132100740152
SYDE1,C1S,0.9008147798800802
CD300A,LILRB2,0.9039236155005632
MRC2,BGN,0.9133510737363624
PIK3R5,MYO1F,0.927598549345027
CD300A,C1QC,0.9352121810984364
ADAMTS12,COL6A3,0.922479110844506
FAM78A,CD37,0.9041360260319848
SLAMF8,CD4,0.9059540923359212
VASN,EMILIN1,0.9069285685416631
SYDE1,EMILIN1,0.9478940193122484
IKZF1,PIK3CG,0.9124787312501303
MYCT1,S1PR1,0.92462775560369
CD93,PCDH12,0.9243703452431504
FCER1G,MNDA,0.9035792904110259
COL5A2,ITGA11,0.9140863935271788
LILRB2,CSF1R,0.9128016418055735
SGCD,C10orf72,0.9021234744809676
CD4,PIK3R5,0.9198598312650936
STX11,LCP2,0.9217663430434834
CYBB,LILRB1,0.9299373939846138
FNDC1,ANTXR1,0.9187126034623287
HK3,ITGAX,0.9243186635846582
ARHGEF15,SH2D3C,0.9273449612788648
FERMT2,TCF4,0.9181144914161616
C1R,SERPINF1,0.9112835889297032
LPHN2,TCF4,0.9382872483957758
SULF1,SDC2,0.9018384043955388
MMRN2,CD93,0.9314169689766792
LMOD1,DACT3,0.9242296805970766
MFRP,MXRA8,0.923025416465546
LAX1,FCRL5,0.924935555306166
FNDC1,MXRA8,0.9022057176426976
SULF1,CCDC8,0.9075206290767472
COL5A2,SNAI2,0.9112414459325652
EMILIN1,C10orf72,0.9451137969249029
ACTA2,TAGLN,0.9638603739395248
FMNL1,SPI1,0.9019505376272744
CD300LF,IGSF6,0.9139766975791732
ATP8B2,RFTN1,0.9003404754282484
CD96,TIGIT,0.9015430867466544
CLEC7A,TFEC,0.9381875186539034
HCLS1,LAIR1,0.9192853072947856
GIMAP4,APBB1IP,0.9037107129016592
CD37,ARHGAP30,0.9072310284489384
CD96,IL2RB,0.909832640553066
PDGFRB,NOTCH3,0.9198966587826344
ARHGAP25,GIMAP4,0.9038161231475756
HAVCR2,SIGLEC7,0.9246201983077004
APBB1IP,CD4,0.9265989416599212
COL5A1,VCAN,0.9359512316229012
HOXB5,HOXB6,0.9226563290988328
CNN1,KCNMB1,0.9330790766376728
C1R,GNB4,0.9047620765717508
MXRA8,MRC2,0.916295187194858
MS4A6A,C3AR1,0.930662801251426
FBXL7,MCC,0.9001117143505575
THBS2,SULF1,0.9378628722843068
HCK,CMKLR1,0.92102864833791
FCRL5,KIAA0125,0.9068698350575066
TRAF3IP3,ARHGAP30,0.9123409758627009
ITGB2,TLR8,0.9158219698572584
DNAJB5,DACT3,0.9057591330793872
GNAO1,MYH11,0.9031647831794616
C1QB,CSF1R,0.9069730016288168
HSPB8,LMOD1,0.9355794663089632
COL12A1,ADAMTS12,0.9060382773724
TNS1,LMOD1,0.9351497865693376
EMILIN1,SSC5D,0.9042565659024648
ITGAL,FMNL1,0.908708847270382
EMILIN1,PDGFRB,0.9351725191584755
ASAM,EVC,0.9005911913523645
EVC2,C1R,0.904086810567799
P4HA3,AEBP1,0.9069193664174654
COL8A1,EVC,0.9361360591879072
LILRB1,PDCD1LG2,0.90112258904923
CD4,DOCK10,0.933952413226246
CD53,SPI1,0.9336147441288422
EFEMP2,CERCAM,0.9194401306286528
WAS,CCR5,0.9050130388362216
ITGAL,ARHGAP9,0.9400723485527231
C10orf72,SYDE1,0.9193211125492056
CFH,C1R,0.9130763202392292
NEXN,TNS1,0.9054663114370034
KCNMB1,MYH11,0.9109034622124572
VCAN,FNDC1,0.9293356689846626
MS4A4A,MS4A7,0.9455247355921462
PLEK,C3AR1,0.9045512498832144
RAB34,PPAPDC3,0.9198548195436996
MS4A7,HAVCR2,0.9072804911760336
RAB31,FBLN2,0.9101850309797872
MYO1F,CYTH4,0.9419329314516512
LUM,RAB31,0.9434001919848876
FCER1G,CLEC7A,0.9215499390212496
MRC1,CD163,0.9059950423016924
CYBB,FYB,0.9038324326988952
SPI1,WAS,0.9281051058208584
PCOLCE,CCDC8,0.904727938788176
FGR,MYO1F,0.9036963203805051
NCKAP1L,FYB,0.9116922710440484
FCGR3A,MSR1,0.9239999067656662
RCSD1,ARHGEF6,0.9217732385464812
CXorf36,MMRN2,0.9436738678411718
CD53,RCSD1,0.9005809546573584
DDR2,COL8A1,0.9256962932471816
COL5A2,FSTL1,0.9248649236711344
SLA,KLHL6,0.9133232018256824
CCDC80,MSRB3,0.9026362837940514
GPR124,MAP1A,0.9003718523427209
AOC3,TNS1,0.9495074856470844
MSR1,TYROBP,0.9151298674072832
FBXL7,KIAA1462,0.9019800411053256
CD86,ITGB2,0.9448303154559704
EVI2A,LY96,0.9006184332156649
C1QC,CD300LF,0.9089196031453544
COL5A1,SPARC,0.9237133575078962
ARHGEF6,DOCK10,0.9360241985800524
ITGB2,LAIR1,0.9656237486261
CLEC7A,FPR3,0.9408687020372868
PTPRC,TRAF3IP3,0.9077029194312562
EFEMP2,TRO,0.913472287690524
IL10RA,CMKLR1,0.9055044997704618
MS4A4A,CD53,0.9077877996419358
FTHL3,FTH1,0.9080187588322146
EFS,COL3A1,0.9071586426589732
SAMSN1,SRGN,0.9407262501107376
EFEMP2,MXRA8,0.9585581042262354
C1QB,C3AR1,0.9347798444352012
MYLK,MRVI1,0.914476733284296
PDGFRB,COL5A1,0.9456137912863676
TYROBP,FCGR1A,0.9000186454098629
COL3A1,COL6A1,0.9030292935640698
SIGLEC9,TYROBP,0.9148804629625262
EMILIN1,VIM,0.9195226514981276
LOXL2,COL12A1,0.9152745683416844
TNFSF8,PTPRC,0.9020184931081976
EVI2A,PDCD1LG2,0.9076958528972472
ZEB2,TCF4,0.9152723378610566
RFTN1,C1R,0.9234403927854414
RAB31,CTHRC1,0.91298148674047
SIGLEC7,SIRPB2,0.9071781753648416
ADAM12,POSTN,0.9248381575182169
CMKLR1,DOK2,0.9146364309114078
OLFML1,DZIP1,0.916170507742428
TFEC,CLEC7A,0.9381875186539034
EFEMP2,JAM3,0.9044343884805902
CSF1R,CD86,0.9174788572001772
NOX4,THBS2,0.9083796328209224
BLK,CXCR5,0.906273483585084
CYTH4,CSF1R,0.9129759736655918
HCLS1,WAS,0.9677144208130026
IKZF1,CCR5,0.9103647804540644
COL12A1,COL1A2,0.9337771661038032
COL6A3,COL1A2,0.9580940760394022
EMILIN1,RAB34,0.923801671992766
EMILIN1,EHD2,0.90832261748109
CD84,DOCK10,0.9073108997838308
GVIN1,IKZF1,0.9203553995783686
SSC5D,EFEMP2,0.9023418951820532
MYH11,KCNMB1,0.9109034622124572
SYT11,TSPYL5,0.9068725689896728
LAIR1,VSIG4,0.9104294085529664
TFEC,MS4A4A,0.9114675132593372
LILRB3,ITGAX,0.9000587128409782
DOK2,C1QB,0.9319022777074124
FCER1G,LILRB2,0.91611574413343
PEG3,FBXL7,0.9017250573246202
CD4,SLAMF8,0.9059540923359212
P4HA3,SPOCK1,0.9057211715561148
ITGAX,HK3,0.9243186635846582
CSF1R,TLR7,0.9017165977494334
SLAMF8,LRRC25,0.9370260456047466
MYL9,ACTA2,0.9248703974795924
HCK,CD300A,0.9172672897913784
FGR,SPI1,0.9275352959960362
MNDA,LRRC25,0.9178310742121588
AIF1,HAVCR2,0.9044984560663344
C10orf72,BNC2,0.9120439167379416
C1QC,PDCD1LG2,0.9005009701678512
ARHGEF6,GIMAP8,0.9176771123770728
COL6A1,COL6A2,0.9587372695112198
ANTXR1,COL5A2,0.9245960657973016
NCKAP1L,LILRB1,0.9218407015717206
CD86,STX11,0.9255395513599632
GPC6,DCN,0.9165093587058826
VIM,FBXL7,0.920590181911348
SLAMF8,HCK,0.9419121972222532
SLA,SPI1,0.9111317070051678
SERPING1,VIM,0.9031307930694628
DOCK10,APBB1IP,0.9242678941423306
FRMD6,DCN,0.9001139446459937
FNDC1,MAP1A,0.9023114870178598
CCDC8,SYDE1,0.9242547474675196
CCDC8,BGN,0.9302619471139484
CD37,FAM78A,0.9041360260319848
GIMAP6,FLI1,0.9443961200608668
PIK3R5,SLAMF8,0.9176950597162868
AEBP1,COL1A1,0.9182910306427762
MMRN2,CLEC14A,0.9529337609604732
SLA,CD53,0.9495390751393432
IL10RA,SLA,0.9274309905257512
NCKAP1L,DOCK10,0.9327553972844848
RAB31,MXRA8,0.90902737907169
JAM3,MSRB3,0.9389352647860282
CCDC8,MXRA8,0.9494253882903932
HCLS1,NCKAP1L,0.9422681441087222
SIRPG,TIGIT,0.9071871394663716
ABI3,LSP1,0.907916018543547
ADAM12,THBS2,0.9116714199484328
COL15A1,TIE1,0.9076789170225916
IKZF1,DOCK2,0.9572431015281272
GLI3,CALD1,0.910375098577458
SYNPO2,MYH11,0.9553272838766488
BNC2,CALD1,0.9151492883913508
ARHGAP9,SASH3,0.9381808699514392
CLEC7A,FGR,0.9031251613629796
TCF4,GNB4,0.9020833285332222
ADAMTS2,COL5A2,0.9301266472910319
FGR,CLEC7A,0.9031251613629796
FSTL1,ZNF521,0.9084715500565128
C1S,EFEMP1,0.9061840868218858
RAB31,C1S,0.9176887437120173
CD4,CYBB,0.946559570043904
SLAMF8,FCER1G,0.9276467787784478
SYDE1,FERMT2,0.9068889253664985
SULF1,MRAS,0.9061018816740369
HK3,LAIR1,0.9042370333448214
LAPTM5,C1QA,0.9242415801913312
MXRA8,CCDC8,0.9494253882903932
EIF5AL1,EIF5A,0.9420012208312529
CSF1R,SPI1,0.9330742308450188
CMKLR1,LAIR1,0.92810342038737
CMKLR1,NCKAP1L,0.9273540909061284
MS4A6A,SIGLEC7,0.9028578294949708
C10orf72,GUCY1A3,0.9058501071529442
SULF1,ANGPTL2,0.9017019837451212
TYROBP,LILRB4,0.9242871996699359
DZIP1,RFTN1,0.9179898872146952
TPSB2,TPSAB1,0.9335675671948832
MNDA,CD86,0.9225617420256932
SLAMF8,SIRPB2,0.9147838756769786
SLA,BTK,0.918064885552913
DCN,FSTL1,0.9197895589196984
CD53,EVI2A,0.9497548237483836
COL6A2,VASN,0.903837141171268
COL6A2,GLI3,0.9118792769669004
C1R,VIM,0.9087583011673149
PECAM1,CLEC14A,0.9242290432386446
MSR1,CD86,0.9020258014366752
APBB1IP,BTK,0.939248269798968
ITGB2,CYBB,0.933177525664272
C1QC,CD53,0.9209346638048148
CD93,CD34,0.9306529880973824
TFEC,CD4,0.9161720538205538
C3AR1,CD14,0.9050506728353768
COL1A1,MRC2,0.9429031054128746
AEBP1,MXRA8,0.9488316631899948
COL15A1,COL4A1,0.9065477689623442
LILRB2,C3AR1,0.9211791488670952
WAS,ITGAL,0.9472810448740426
DOCK2,HCLS1,0.9643932376372004
EFEMP2,PPAPDC3,0.9153682476469491
FBLN5,ZEB1,0.9027161203173708
MFRP,THY1,0.9120576245238328
IL10RA,ARHGAP30,0.9289336289240868
PLXDC1,PDGFRB,0.9012948371543884
CD163,CLEC7A,0.9107546173941434
BCL6B,CD93,0.902219002431093
CD163,MRC1,0.9059950423016924
HCK,LST1,0.9049994794246248
NCKAP1L,ARHGAP25,0.9101670871864131
IKZF1,IL21R,0.9083105330523644
FBXL7,BNC2,0.9360938884945385
CD93,STARD8,0.9012482705683038
ANTXR1,DDR2,0.902870190203658
CLEC7A,LILRB1,0.9131769341279309
GIMAP4,FLI1,0.9429835506548933
KLHL6,RCSD1,0.9177026049881158
MPDZ,JAM3,0.9011415770539858
TCF4,C10orf72,0.9325736764988332
MAP1A,EVC,0.91497851227825
GPR116,COL4A2,0.9074701136141836
C1R,SYDE1,0.9080368371611648
TRPV2,SPI1,0.9070143171509528
C1R,TSPYL5,0.91106332983699
C1S,DCN,0.940212499402208
GPC6,C10orf72,0.905104210502882
SASH3,ITK,0.904051257035134
PLN,CNN1,0.9302083803617472
EMILIN1,LAMA4,0.9055537640332232
SPI1,TFEC,0.9120906341074104
KLHL6,NCKAP1L,0.9083845048315836
OLFML2B,FBN1,0.9004209333712446
BNC2,CCDC80,0.9236887352183784
TNS1,DNAJB5,0.9045576669272252
S1PR1,CLEC14A,0.9293938003206936
MYH11,JPH2,0.9020539309268902
CALD1,LAYN,0.90535152535254
LILRB4,FCGR3A,0.9139312173718716
COL1A1,COL3A1,0.9574956002325286
CD14,SPI1,0.9094606043667828
VCAN,EFEMP2,0.9017764129868416
DOK2,CD4,0.9256615558128272
CLEC7A,PIK3R5,0.9111121303090762
IGFBP7,GUCY1B3,0.9060614723111576
DOCK2,PPP1R16B,0.9023782479329836
EVC,C1S,0.9401107340625376
C1S,FERMT2,0.9053167738620491
LAPTM5,FCGR3A,0.9012967693748208
POSTN,ADAM12,0.9248381575182169
C5orf23,NPR3,0.9307803279605504
FSTL1,CNRIP1,0.9024219545097094
PPAPDC3,RAB34,0.9198548195436996
SYDE1,COL6A2,0.9249547827664859
C10orf72,EFS,0.9237125363501582
P4HA3,SCARF2,0.9005511866361583
SPARC,COL1A1,0.9297927755891852
EVC,ITGA11,0.9086749657261104
IL10RA,LAIR1,0.9064855188562304
CSNK2A1P,CSNK2A1,0.911195667012108
DOCK2,CD180,0.9070906643472318
PLN,LMOD1,0.9460743633174707
COL8A1,SULF1,0.9295082930391994
MSRB3,TMEM200B,0.9111386059408262
CERCAM,COL3A1,0.9175869834143002
CD4,TNFAIP8L2,0.9082373859269224
FRMD6,LUM,0.9072425615043136
CCDC8,FBN1,0.9144801857115616
ITGB2,CD84,0.9282469589428812
PIK3R5,FGR,0.908496552103128
LILRB1,ABI3,0.9027024056961416
FSTL1,FNDC1,0.9031580140247124
BNC2,NAP1L3,0.9030864169327402
C1QA,CMKLR1,0.9020700943678136
LAIR1,APBB1IP,0.9193443115259264
CERCAM,PCOLCE,0.9160394118515648
CD53,SAMSN1,0.9373378769726476
FBXL7,DSEL,0.9024628843963912
FNDC1,BNC2,0.9133211205046821
SLAMF8,CYBB,0.9292448023985084
CMKLR1,C3AR1,0.927027267804782
AOC3,HSPB8,0.9049151044005294
CD74,HLA-DMA,0.9195115734284741
TFEC,MNDA,0.9145241412046284
DOCK10,DOCK2,0.957591415288836
COL8A2,CCDC8,0.9045818968511896
FBN1,SYDE1,0.9055714773227174
CALD1,GUCY1B3,0.930050845216348
SIGLEC7,HAVCR2,0.9246201983077004
C1QB,LILRB1,0.9029630968062192
CTSK,RAB31,0.909831544056432
DSEL,FBXL7,0.9024628843963912
MYO1G,CYTH4,0.9397707910384064
TLR8,PDCD1LG2,0.9216435770235416
MRGPRF,MSRB3,0.9181144741085658
WISP1,RAB31,0.9071639117399872
IL10RA,FAM78A,0.9000917895593059
COL4A1,COL4A2,0.9702040696622538
ANGPTL2,FSTL1,0.9049195383248292
CMKLR1,MYO1F,0.9057165155000584
RCSD1,IKZF1,0.9369189015767188
LST1,TNFAIP8L2,0.9250253802308828
CD163,LAPTM5,0.9035728884409115
COL5A1,MMP2,0.9028401425240482
ATP8B2,VIM,0.9009869202991412
COL1A2,THBS2,0.9306954767800454
C1QC,SPI1,0.9414213153724736
CD34,CLEC14A,0.9330206564416534
SULF1,COL11A1,0.905192340793962
SYNPO2,PLN,0.901759577056057
LAX1,IRF4,0.9460950789744536
ZEB2,OLFML1,0.9067174036702672
HCK,CD84,0.9113340612094696
DOCK2,LSP1,0.9281503268019022
MAP4K1,RASAL3,0.9280357541879508
CLEC7A,CD163,0.9107546173941434
CXorf36,S1PR1,0.9094139750212998
PPP1R16B,IKZF1,0.9252454549835464
AIF1,C3AR1,0.9060873572489824
CD86,LILRB4,0.9458842483873822
ITGB2,CD300LF,0.9084041104945718
SELP,DARC,0.9362713095206502
BTK,PIK3R5,0.9148924923323378
FGR,ITGAM,0.912455704232522
COL6A1,COL5A2,0.9039050554591066
ADAMTS7,COL5A1,0.903883419982093
CD3E,TIGIT,0.910151626399902
CD4,HCLS1,0.9446878456460128
MYO1F,LRRC25,0.915819858015819
MMP2,MRC2,0.9303022935786748
MRC2,FNDC1,0.9099817270809836
CCDC8,RAB31,0.9075732954409916
COL6A2,CCDC8,0.9182679958839316
CCR1,FPR3,0.9101802896261484
HCLS1,GIMAP4,0.9258923760571398
FBN1,MPDZ,0.900934655160075
FPR3,LRRC25,0.9306178890193348
RAB31,THBS2,0.9235521097091726
APBB1IP,DOCK10,0.9242678941423306
MNDA,IGSF6,0.9174471183543574
TYROBP,HAVCR2,0.9530864978362262
SLA,LAIR1,0.912566439103889
HCLS1,APBB1IP,0.9590881398768508
ARHGEF6,CD4,0.9090963845625648
DZIP1,AKT3,0.9001596501526982
C3AR1,MS4A7,0.9339577854013196
CERCAM,RAB31,0.903022535297424
LILRB4,SIGLEC9,0.9154048587841664
HCLS1,ITGAL,0.9359628881600244
C1R,IL1R1,0.9031849448435192
TBC1D10C,MAP4K1,0.9336232261399348
CNN1,ACTG2,0.9394316734453404
ITGAL,TBC1D10C,0.9042431669331248
SIGLEC7,CMKLR1,0.918664385731066
AKT3,FERMT2,0.9135307502196832
IL10RA,IKZF1,0.9180505726590305
KCNMB1,MYLK,0.9030407419863896
HK3,ITGAM,0.902937446732238
CLEC7A,FCER1G,0.9215499390212496
HCK,CD300LF,0.9190489080658442
DOCK10,IKZF1,0.9254916549047579
JAM3,LRCH2,0.9016245122058856
MMP2,DCN,0.9162385202506508
COL1A2,RAB31,0.9315761994094588
CYBB,SIRPB2,0.9095836180689432
SPARC,PCOLCE,0.9092232737335938
COL5A2,FBN1,0.9513205572722858
LCP2,WAS,0.9057321747734108
COL5A2,CCDC8,0.9124268524729208
ATP10A,FBN1,0.9039358398174914
BTK,CD53,0.9519442359801328
CD93,CXorf36,0.9267191773626398
HCK,FPR3,0.9251901686048584
ITGA11,EVC,0.9086749657261104
BTK,CD86,0.906064791702646
CLEC7A,PDCD1LG2,0.9294895612038004
IL10RA,ITGAL,0.9274079175338747
HAVCR2,FPR3,0.9297572055221524
CCDC80,MRAS,0.921909828263678
FSTL1,JAM3,0.9003650107983956
P2RY10,PTPRC,0.9155259337935922
SIGLEC10,CD4,0.9296489566248444
CD86,FPR3,0.9491812161353288
GVIN1,ITK,0.9034729113769028
PDGFRB,TCF4,0.9011149896887072
FGF14,ITGBL1,0.9244087288811632
SPARC,HTRA1,0.9083440825652636
MAP4K1,TBC1D10C,0.9336232261399348
ARHGAP9,IL10RA,0.90786687244493
CXorf36,GPR116,0.9194211719277869
C1QC,CD86,0.938976397064208
EFS,SYDE1,0.9412409810190222
FAM78A,SASH3,0.9014247216029816
CSF1R,STAB1,0.9047273792712152
WAS,TRAF3IP3,0.9134605164078092
CD53,BTK,0.9519442359801328
NCKAP1L,CD84,0.9192602003903712
DSEL,FERMT2,0.901361070585014
BNC2,FBXL7,0.9360938884945385
GIMAP6,RCSD1,0.9294746623297864
JAM3,C10orf72,0.9122594458764284
ANGPTL2,PDGFRB,0.9092966559789254
APBB1IP,LILRB1,0.9128161312106662
FSTL1,MRC2,0.9011520489565932
DOCK10,WAS,0.9034677947162396
ABI3,AIF1,0.9076205854684484
COL5A2,SYDE1,0.908737693836118
RPL14,RPL32,0.9062606529909158
FSTL1,COL6A3,0.9098990741218854
SHE,CD93,0.9131846302436432
APBB1IP,MYO1F,0.9090633108459382
CLEC7A,LILRB4,0.9278410285082508
EVC,FNDC1,0.9336747810209042
CLEC7A,CD86,0.9512529804251424
COL6A3,ZNF469,0.9223788932602596
SLA,SLAMF8,0.9164020489752184
EVI2A,CD53,0.9497548237483836
MMRN2,NPR1,0.9099888578167308
ZEB1,FBLN5,0.9027161203173708
FBN1,VIM,0.9124108647576872
LAIR1,CD84,0.922331589948152
SIRPB2,CD86,0.9041525711685312
CD93,GPR116,0.9627121693186408
MAP1LC3B2,MAP1LC3B,0.9076511655310426
NCKAP1L,MPEG1,0.916586959751346
ZEB1,PEG3,0.9278414453590657
FMNL1,DOCK10,0.9004001596127327
FBN1,COL5A1,0.9319850293653448
RAB31,FNDC1,0.9106472043896991
ABI3,GIMAP4,0.9024967985405298
CYTH4,PLEK,0.9157664616087786
LAIR1,ABI3,0.9015314167087536
COL5A2,MMP2,0.9169228978780974
PTPRCAP,MAP4K1,0.9027670272686408
FSTL1,FBN1,0.9500638457941262
ANTXR1,EVC,0.9487400226741852
MGC87042,STEAP1,0.9123409774024236
FBN1,SDC2,0.9061894606241361
HCK,C1QC,0.925097043034359
PDGFRB,SCARF2,0.9130155917948
ESCO2,PBK,0.9039761469609456
CERCAM,COL1A1,0.9263488911551327
PDGFRB,SYDE1,0.939648879395898
ARHGAP30,PIK3R5,0.9291681809112018
PTPRC,KLHL6,0.9293948318773306
AEBP1,CERCAM,0.9015805186085626
SGCD,FSTL1,0.9059115622336386
MPDZ,MSRB3,0.9190507561318708
IKZF1,APBB1IP,0.9392799947913838
AEBP1,EFEMP2,0.9383057515032304
LRCH2,ZEB1,0.9092724491645872
C1R,FRMD6,0.9027038012723472
MXRA8,HTRA3,0.914369132397515
EMILIN1,DSEL,0.9080794114740508
DACT3,TNS1,0.9113401495718084
CD34,MYCT1,0.9222378163837232
PPP1R16B,RCSD1,0.9096970185686816
MXRA8,PDGFRB,0.913782819746738
MMP2,EFEMP2,0.9050187933455978
C1QC,MS4A6A,0.9515319059011148
TNS1,MYLK,0.9159096223291212
ATP8B2,SYNE1,0.9086279250882974
TLR8,SIGLEC10,0.9032165355550156
HK3,FGR,0.9050118207924234
OLFML2B,BGN,0.9121166833056712
S1PR1,LDB2,0.9088152886109624
BNC2,EVC2,0.9057328388138396
CD209,MPEG1,0.9028832110179564
CD37,HCLS1,0.921730340877288
LRRC25,C1QC,0.9392629949570837
DZIP1,FRMD6,0.9036912672411008
GIMAP7,FLI1,0.9034893120519684
BTK,HCK,0.9026052046701892
LAIR1,SPI1,0.9685212219554316
CD300A,DOK2,0.9046125092792648
OSMR,HEG1,0.901361592453748
ARHGEF6,ZEB2,0.9047596660452965
HCK,LILRB4,0.9216179959807848
CD86,LRRC25,0.931363912884784
GLT8D2,DCN,0.9230903080077544
SLAMF8,C1QB,0.9202643478401292
CD84,BTK,0.9103465297751724
KLHL6,PTPRC,0.9293948318773306
HCLS1,RCSD1,0.9404060720259354
TLR7,CSF1R,0.9017165977494334
